32,0,13.84,MET
32,50,13.17,MET
32,100,10.00,MET
32,150,6.12,MET
32,200,5.00,MET
32,250,4.00,MET
32,300,3.47,VIOLATED
32,350,3.50,VIOLATED
32,400,3.47,VIOLATED
32,450,3.58,VIOLATED
32,500,3.52,VIOLATED
32,550,3.58,VIOLATED
32,600,32,650,32,700,32,750,32,800,32,850,32,900,32,950,32,1000,32,1050,32,1100,32,1150,32,1200,
