32,0,3.21,MET
32,50,3.24,MET
32,100,3.24,MET
32,150,3.24,MET
32,200,3.24,MET
32,250,3.24,MET
32,300,3.24,MET
32,350,2.86,MET
32,400,2.50,MET
32,450,2.22,MET
32,500,2.00,MET
32,550,1.82,MET
32,600,1.67,MET
32,650,1.54,MET
32,700,1.43,MET
32,750,1.33,MET
32,800,1.25,MET
32,850,1.18,MET
32,900,1.11,MET
32,950,1.05,MET
32,1000,1.00,MET
32,1050,0.95,MET
32,1100,0.91,MET
32,1150,0.87,MET
32,1200,0.86,VIOLATED
